Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Engagement_Score,Average_Marks,Risk_Level
17,78,2,0,1,7,70,2,0,2,1,0,1,2,3,0,1,2,1,66,47.5,68.0,Low Risk
28,78,0,2,0,9,73,0,1,2,2,2,1,1,4,0,0,1,0,70,53.0,71.5,Low Risk
16,64,0,1,1,5,65,2,1,3,2,0,0,2,4,0,2,1,0,65,40.0,65.0,Low Risk
23,89,1,1,1,7,56,1,1,4,2,1,0,2,4,0,2,2,0,69,56.0,62.5,Low Risk
25,69,2,2,1,7,70,1,0,1,0,0,1,2,4,0,1,0,0,65,47.0,67.5,Low Risk
14,68,0,2,0,6,65,2,1,1,0,2,1,1,3,1,0,2,1,63,41.0,64.0,Low Risk
20,77,2,2,0,5,98,1,1,2,1,0,0,1,2,0,2,0,0,67,48.5,82.5,Low Risk
1,69,0,2,1,6,97,2,1,1,1,2,1,2,3,0,1,2,0,61,35.0,79.0,Low Risk
14,83,2,1,1,6,82,2,1,0,2,2,1,2,2,0,1,2,0,65,48.5,73.5,Low Risk
18,75,1,0,1,8,95,2,1,1,1,1,1,1,2,0,0,2,0,66,46.5,80.5,Low Risk
13,78,2,0,1,8,88,0,1,0,0,1,1,1,3,0,0,2,1,66,45.5,77.0,Low Risk
30,81,2,1,1,5,67,2,1,1,0,0,1,0,1,0,1,2,1,69,55.5,68.0,Low Risk
11,68,2,2,0,6,80,2,1,2,2,2,1,2,3,0,0,1,0,63,39.5,71.5,Low Risk
17,66,1,0,0,6,61,2,1,1,0,2,1,2,6,0,2,2,1,65,41.5,63.0,Low Risk
21,95,1,1,0,10,84,1,1,0,0,2,1,1,4,1,1,2,1,67,58.0,75.5,Low Risk
29,77,0,0,1,7,52,2,1,2,0,2,1,0,3,1,1,2,0,69,53.0,60.5,Low Risk
11,76,1,2,1,5,92,2,1,4,2,1,1,0,2,0,2,2,1,65,43.5,78.5,Low Risk
27,61,2,2,0,6,79,2,1,1,1,2,1,2,3,0,1,1,1,65,44.0,72.0,Low Risk
20,80,0,1,1,6,53,2,1,0,1,2,1,1,2,0,0,1,1,65,50.0,59.0,Low Risk
14,82,2,0,1,8,94,1,1,2,1,0,1,0,5,0,0,0,0,67,48.0,80.5,Low Risk
21,88,2,0,0,7,93,2,1,4,1,2,1,2,3,0,1,2,0,72,54.5,82.5,Low Risk
16,67,2,0,0,7,89,0,1,3,1,2,1,2,3,0,0,2,1,66,41.5,77.5,Low Risk
20,70,2,2,1,7,84,1,0,2,2,0,0,1,4,0,0,0,1,65,45.0,74.5,Low Risk
18,92,0,2,1,7,70,2,1,1,1,2,1,1,3,0,1,1,1,69,55.0,69.5,Low Risk
21,98,2,1,0,4,57,2,1,2,0,1,1,1,2,0,1,2,0,68,59.5,62.5,Low Risk
24,65,2,1,0,7,64,1,1,1,0,2,1,1,1,0,2,2,1,64,44.5,64.0,Low Risk
30,80,1,0,0,6,67,2,1,3,2,2,1,0,4,0,0,1,0,69,55.0,68.0,Low Risk
13,69,2,1,1,5,68,1,1,0,0,2,1,2,1,1,1,1,0,59,41.0,63.5,Low Risk
33,62,0,2,1,10,78,2,1,0,2,2,0,2,3,0,1,1,0,68,47.5,73.0,Low Risk
8,73,2,2,0,7,60,2,0,0,0,2,0,1,3,0,1,2,0,60,40.5,60.0,Low Risk
19,66,2,0,0,7,59,2,1,1,0,2,1,0,3,0,1,0,1,62,42.5,60.5,Low Risk
24,88,1,2,1,6,86,1,1,0,1,1,1,0,3,0,0,2,1,67,56.0,76.5,Low Risk
22,81,1,0,1,8,50,0,1,4,2,2,0,2,5,0,1,0,0,68,51.5,59.0,Low Risk
16,66,2,0,1,5,57,0,1,3,2,2,1,2,3,0,1,1,0,64,41.0,60.5,Low Risk
19,60,2,0,1,7,72,0,1,3,1,0,1,2,3,0,1,1,0,65,39.5,68.5,Low Risk
17,92,1,1,1,6,57,2,1,2,2,2,0,2,2,1,1,1,0,65,54.5,61.0,Low Risk
16,67,0,2,0,8,98,2,1,0,1,1,1,1,3,0,1,2,0,63,41.5,80.5,Low Risk
25,84,2,1,1,6,84,1,1,2,2,0,1,2,3,0,1,2,1,70,54.5,77.0,Low Risk
22,73,1,2,1,9,72,1,1,3,2,2,1,2,3,0,1,2,0,66,47.5,69.0,Low Risk
16,83,2,0,1,7,56,1,1,4,0,2,1,2,3,0,1,2,0,68,49.5,62.0,Low Risk
25,73,1,1,0,8,69,2,1,3,2,2,0,2,3,0,1,2,0,66,49.0,67.5,Low Risk
22,63,1,1,0,8,83,2,1,3,2,2,0,0,1,0,0,2,1,63,42.5,73.0,Low Risk
25,69,0,2,1,9,98,2,1,1,1,2,1,0,3,1,0,1,0,66,47.0,82.0,Low Risk
24,68,2,2,1,6,74,2,1,1,2,2,1,1,3,0,1,2,0,65,46.0,69.5,Low Risk
15,77,2,2,1,8,85,0,1,1,1,2,1,2,2,0,2,1,1,66,46.0,75.5,Low Risk
17,86,0,1,1,4,60,0,1,2,0,1,0,2,3,1,0,1,0,67,51.5,63.5,Low Risk
24,71,2,2,1,7,81,2,1,0,1,2,0,2,3,0,1,2,1,66,47.5,73.5,Low Risk
24,60,1,2,0,6,62,0,1,4,1,0,1,0,3,0,1,2,0,63,42.0,62.5,Low Risk
20,81,2,2,1,5,60,1,1,3,2,2,1,2,4,1,1,2,1,66,50.5,63.0,Low Risk
21,84,2,2,0,6,75,1,0,1,0,2,1,2,3,0,0,1,1,67,52.5,71.0,Low Risk
28,99,2,2,1,6,61,2,0,1,1,2,1,2,3,0,1,2,1,71,63.5,66.0,Low Risk
16,84,2,0,1,7,86,2,1,1,1,2,0,1,2,0,1,2,0,67,50.0,76.5,Low Risk
23,79,2,0,1,6,97,2,1,1,0,1,1,1,4,0,1,1,1,69,51.0,83.0,Low Risk
19,83,2,2,1,7,70,2,1,2,1,2,1,0,4,1,2,2,0,67,51.0,68.5,Low Risk
19,97,0,2,1,6,66,0,1,2,2,2,0,2,2,0,0,1,0,72,58.0,69.0,Low Risk
27,93,0,1,0,6,59,0,1,2,1,2,0,0,4,0,1,2,0,70,60.0,64.5,Low Risk
25,73,2,0,1,7,70,1,1,0,1,2,0,1,4,0,2,1,1,67,49.0,68.5,Low Risk
25,69,1,0,1,7,78,2,1,0,1,0,1,0,3,0,1,0,0,64,47.0,71.0,Low Risk
28,71,2,2,0,8,69,0,1,1,2,0,0,1,1,0,0,1,0,67,49.5,68.0,Low Risk
20,80,1,0,0,8,81,2,1,3,2,2,0,0,4,0,2,2,1,69,50.0,75.0,Low Risk
18,80,2,2,0,8,55,1,1,2,1,1,1,1,3,0,1,1,1,63,49.0,59.0,Low Risk
22,63,2,0,1,7,85,2,1,4,0,0,1,0,3,0,0,2,0,68,42.5,76.5,Low Risk
19,89,0,2,1,7,95,2,1,0,2,2,1,2,3,0,1,2,1,70,54.0,82.5,Low Risk
21,92,2,1,1,8,51,1,1,0,2,2,1,1,2,0,0,1,1,66,56.5,58.5,Low Risk
24,72,0,0,0,6,78,0,1,0,1,0,1,0,6,0,1,2,0,68,48.0,73.0,Low Risk
15,87,0,1,1,4,80,0,1,0,1,2,0,2,3,0,0,2,1,67,51.0,73.5,Low Risk
33,77,1,0,1,5,85,2,1,0,1,2,0,1,5,0,1,0,0,69,55.0,77.0,Low Risk
14,96,2,1,1,9,69,0,1,0,2,2,0,0,3,1,0,2,0,66,55.0,67.5,Low Risk
13,94,2,2,1,7,91,1,1,3,1,2,1,1,3,0,1,2,1,68,53.5,79.5,Low Risk
27,81,2,2,1,7,77,2,1,2,2,1,1,1,2,1,2,1,0,69,54.0,73.0,Low Risk
25,88,2,2,1,7,70,1,1,1,2,2,0,2,3,0,2,1,1,70,56.5,70.0,Low Risk
24,95,2,0,1,8,86,0,1,1,2,0,0,1,3,0,0,2,1,74,59.5,80.0,Low Risk
24,80,2,0,1,7,96,0,1,0,1,0,1,2,0,0,0,1,0,70,52.0,83.0,Low Risk
20,73,2,2,1,7,91,1,1,1,2,0,1,1,2,0,2,1,1,66,46.5,78.5,Low Risk
15,90,0,2,1,8,97,2,1,1,1,0,0,0,3,0,0,2,0,69,52.5,83.0,Low Risk
20,69,2,0,0,6,63,1,1,0,1,2,1,0,3,0,2,2,1,64,44.5,63.5,Low Risk
16,76,1,0,1,8,56,2,0,1,1,2,1,2,1,0,1,2,1,62,46.0,59.0,Low Risk
26,95,1,0,0,7,77,2,1,0,2,2,1,1,3,0,1,1,0,70,60.5,73.5,Low Risk
19,89,0,2,1,7,52,2,1,2,2,2,1,0,4,0,1,1,1,68,54.0,60.0,Low Risk
15,76,2,2,1,6,84,1,1,0,2,0,1,1,3,0,0,2,0,65,45.5,74.5,Low Risk
18,69,0,0,0,7,62,1,1,3,2,2,1,2,3,0,1,1,1,65,43.5,63.5,Low Risk
22,74,0,0,1,6,73,1,1,3,0,0,1,2,4,0,2,1,0,71,48.0,72.0,Low Risk
17,71,0,2,1,9,83,1,1,2,2,2,1,1,5,0,1,2,1,66,44.0,74.5,Low Risk
15,67,2,2,0,4,74,2,1,0,1,2,1,0,3,0,0,1,1,61,41.0,67.5,Low Risk
21,90,1,2,1,8,62,1,1,2,2,0,1,0,5,1,1,2,1,67,55.5,64.5,Low Risk
21,70,1,0,1,4,94,2,1,0,1,0,0,1,2,0,0,0,1,65,45.5,79.5,Low Risk
17,78,2,0,0,8,88,2,1,0,1,2,1,0,3,0,1,2,0,65,47.5,76.5,Low Risk
17,75,2,0,1,6,80,2,0,1,1,2,0,2,5,0,1,1,1,65,46.0,72.5,Low Risk
21,99,2,2,0,8,85,0,1,4,2,2,1,2,4,0,1,1,1,73,60.0,79.0,Low Risk
11,76,2,2,1,7,71,2,0,1,2,1,1,1,2,0,0,2,1,62,43.5,66.5,Low Risk
12,63,2,0,1,5,69,1,1,0,2,0,1,0,2,0,0,1,0,60,37.5,64.5,Low Risk
16,64,1,2,1,9,58,1,1,1,2,2,1,2,3,0,0,1,0,61,40.0,59.5,Low Risk
19,84,1,2,1,8,90,0,1,2,1,2,0,1,3,0,2,0,1,67,51.5,78.5,Low Risk
22,84,0,2,0,8,69,2,0,3,2,0,0,1,4,0,0,2,1,70,53.0,69.5,Low Risk
29,77,1,0,0,6,85,2,1,1,2,2,1,2,1,0,0,2,1,69,53.0,77.0,Low Risk
25,77,2,1,1,8,65,0,0,0,2,2,1,2,5,0,0,0,0,66,51.0,65.5,Low Risk
19,62,2,2,0,5,90,1,1,2,1,0,1,2,3,0,0,1,1,64,40.5,77.0,Low Risk
20,81,0,2,1,4,55,2,1,1,0,2,0,2,2,0,2,1,1,68,50.5,61.5,Low Risk
14,80,0,2,1,5,81,2,1,1,1,2,1,2,4,0,2,0,0,67,47.0,74.0,Low Risk
20,66,2,2,0,6,90,0,1,0,2,2,1,1,1,0,0,2,0,64,43.0,77.0,Low Risk
18,64,2,2,1,6,83,0,1,2,1,2,1,2,2,0,0,2,1,65,41.0,74.0,Low Risk
22,65,1,0,1,6,85,2,1,2,0,2,1,2,3,1,2,2,0,66,43.5,75.5,Low Risk
23,84,0,2,1,6,78,1,1,2,1,1,1,0,2,0,1,1,0,68,53.5,73.0,Low Risk
29,68,2,0,1,4,53,2,1,1,2,2,0,0,4,0,1,0,1,66,48.5,59.5,Low Risk
19,70,2,2,0,7,63,1,0,3,1,1,1,1,5,0,1,2,1,63,44.5,63.0,Low Risk
22,67,1,2,0,7,86,1,1,1,1,2,1,2,3,0,1,1,0,63,44.5,74.5,Low Risk
24,98,0,2,1,6,97,2,1,1,2,2,1,2,4,0,0,0,1,74,61.0,85.5,Low Risk
18,94,2,0,1,9,77,1,1,1,2,0,1,2,2,0,0,1,1,70,56.0,73.5,Low Risk
21,69,0,0,1,7,86,2,1,2,1,2,0,1,3,0,1,2,1,68,45.0,77.0,Low Risk
20,73,2,2,1,7,84,2,1,0,2,2,1,1,4,0,2,1,0,66,46.5,75.0,Low Risk
21,68,2,1,0,8,100,1,1,0,2,2,1,2,4,0,1,0,1,63,44.5,81.5,Low Risk
15,80,1,0,0,5,90,2,1,4,1,2,1,2,3,0,0,0,0,67,47.5,78.5,Low Risk
20,61,2,2,0,7,81,2,1,1,2,1,1,1,3,0,1,1,1,62,40.5,71.5,Low Risk
23,87,0,0,0,8,56,2,1,1,2,0,1,2,3,0,2,1,1,71,55.0,63.5,Low Risk
29,81,0,2,0,7,68,2,1,2,2,2,1,1,4,0,2,2,1,72,55.0,70.0,Low Risk
26,96,2,2,1,5,63,2,0,1,0,2,0,2,2,0,2,2,1,72,61.0,67.5,Low Risk
33,67,2,2,1,6,93,0,1,0,1,0,1,1,3,0,1,0,0,68,50.0,80.5,Low Risk
15,92,2,1,1,7,72,1,1,1,2,2,1,0,5,0,1,2,0,66,53.5,69.0,Low Risk
25,92,2,2,0,4,77,2,1,0,1,2,1,2,3,0,1,2,1,70,58.5,73.5,Low Risk
21,65,2,1,1,5,98,0,0,2,1,2,0,2,4,0,2,2,1,66,43.0,82.0,Low Risk
33,76,2,2,1,10,92,1,1,1,0,2,0,2,3,0,2,2,0,72,54.5,82.0,Low Risk
15,67,0,2,1,8,89,1,1,0,0,0,1,1,4,0,1,1,0,64,41.0,76.5,Low Risk
16,71,2,2,0,8,51,2,1,0,1,2,1,0,2,0,2,0,0,61,43.5,56.0,Low Risk
7,82,0,0,1,8,56,2,1,0,1,2,0,0,2,0,1,0,1,62,44.5,59.0,Low Risk
17,76,2,0,0,7,87,0,1,1,2,0,1,2,4,0,1,2,0,68,46.5,77.5,Low Risk
15,98,1,2,1,8,71,1,1,1,2,2,1,2,3,0,1,2,1,68,56.5,69.5,Low Risk
21,65,1,2,0,9,56,0,1,1,2,2,1,2,5,0,1,1,1,63,43.0,59.5,Low Risk
22,99,2,1,1,8,87,1,1,1,2,2,0,1,4,0,1,1,0,70,60.5,78.5,Low Risk
31,69,0,1,1,7,60,2,1,1,1,2,1,1,3,0,2,2,0,68,50.0,64.0,Low Risk
26,91,0,2,1,7,79,2,1,1,1,2,0,1,5,0,1,2,0,72,58.5,75.5,Low Risk
17,74,2,2,1,8,87,2,1,4,1,1,1,2,3,0,0,2,1,67,45.5,77.0,Low Risk
15,66,1,0,0,6,80,2,0,1,1,2,0,1,1,0,0,2,1,61,40.5,70.5,Low Risk
23,94,1,2,0,8,100,2,0,0,1,2,1,1,3,0,2,2,1,69,58.5,84.5,Low Risk
12,72,2,1,1,6,72,0,1,2,1,0,0,0,2,0,1,1,0,61,42.0,66.5,Low Risk
31,86,0,0,1,6,66,2,1,3,2,2,1,2,3,0,0,1,1,75,58.5,70.5,Low Risk
27,83,0,1,0,5,60,2,1,0,0,1,1,1,2,0,0,1,0,68,55.0,64.0,Low Risk
17,79,2,1,1,6,75,1,1,1,2,0,1,1,4,0,1,2,1,65,48.0,70.0,Low Risk
28,89,2,0,1,10,97,0,1,3,2,1,1,0,6,0,1,2,0,75,58.5,86.0,Low Risk
19,64,1,2,0,6,99,2,1,1,2,2,1,2,3,0,0,2,1,64,41.5,81.5,Low Risk
27,87,2,2,0,8,77,2,1,1,1,0,1,1,4,0,1,1,1,70,57.0,73.5,Low Risk
10,96,0,0,0,6,80,2,0,0,2,2,1,1,4,0,1,1,0,67,53.0,73.5,Low Risk
16,62,2,2,1,7,79,1,1,2,2,2,1,1,3,0,1,2,1,63,39.0,71.0,Low Risk
20,89,2,2,1,4,58,2,1,1,2,2,1,2,3,0,1,0,0,67,54.5,62.5,Low Risk
17,77,1,0,1,5,53,2,1,2,0,2,1,1,3,0,0,2,1,86,47.0,69.5,Low Risk
24,76,1,0,0,6,72,0,1,3,2,0,1,1,3,1,1,1,0,67,50.0,69.5,Low Risk
14,65,0,2,0,5,59,1,1,1,0,2,1,2,4,0,2,0,1,63,39.5,61.0,Low Risk
19,80,2,2,0,7,94,2,1,0,2,1,1,1,3,0,0,1,0,66,49.5,80.0,Low Risk
23,79,2,2,0,5,81,2,1,1,2,2,0,1,3,0,1,2,0,67,51.0,74.0,Low Risk
24,91,2,2,0,7,52,1,1,0,0,0,1,1,4,0,0,2,1,69,57.5,60.5,Low Risk
13,70,0,0,0,6,81,2,1,2,2,1,1,2,2,0,2,2,1,66,41.5,73.5,Low Risk
11,79,2,2,1,7,81,2,1,1,0,2,1,1,2,0,1,1,1,64,45.0,72.5,Low Risk
28,100,0,1,1,6,72,2,1,1,1,2,1,0,2,0,2,2,0,73,64.0,72.5,Low Risk
22,87,1,2,0,8,83,1,1,1,1,2,1,1,1,0,0,0,1,66,54.5,74.5,Low Risk
16,94,2,2,0,9,93,1,1,1,1,2,1,0,4,0,2,2,0,68,55.0,80.5,Low Risk
29,77,0,1,1,8,88,1,1,0,2,0,1,2,4,0,0,1,1,70,53.0,79.0,Low Risk
27,62,2,0,1,5,63,1,1,4,0,2,1,0,4,0,1,2,0,67,44.5,65.0,Low Risk
20,65,2,1,0,6,74,1,1,0,2,2,0,2,3,0,0,1,1,62,42.5,68.0,Low Risk
32,68,2,1,0,8,97,0,1,1,1,2,1,2,2,0,1,2,1,68,50.0,82.5,Low Risk
31,76,2,0,1,9,91,2,1,1,1,2,0,1,4,0,2,2,1,72,53.5,81.5,Low Risk
19,94,1,2,0,8,51,2,1,3,2,1,0,2,5,0,2,2,1,69,56.5,60.0,Low Risk
26,74,1,1,0,5,89,1,1,3,0,0,0,0,2,0,1,2,1,66,50.0,77.5,Low Risk
24,86,0,0,0,6,59,2,1,1,1,2,1,2,3,0,1,1,0,70,55.0,64.5,Low Risk
28,88,0,2,0,8,79,2,1,0,2,2,1,2,3,0,1,0,1,71,58.0,75.0,Low Risk
14,83,2,2,1,7,90,2,1,0,1,1,1,0,3,0,0,2,0,65,48.5,77.5,Low Risk
24,74,0,2,1,6,78,2,1,3,1,0,1,2,3,0,0,2,0,70,49.0,74.0,Low Risk
26,83,1,1,0,7,70,0,0,2,2,0,1,0,4,1,1,1,1,65,54.5,67.5,Low Risk
9,74,2,0,0,7,66,1,1,1,0,0,0,1,3,0,1,0,0,62,41.5,64.0,Low Risk
13,63,0,2,1,5,65,2,1,2,0,2,0,1,2,0,1,0,1,62,38.0,63.5,Low Risk
8,100,0,2,1,8,92,2,1,1,2,0,1,1,3,0,2,1,0,70,54.0,81.0,Low Risk
18,65,2,0,1,6,91,2,0,5,1,2,0,1,3,0,0,2,1,66,41.5,78.5,Low Risk
24,63,0,1,1,7,91,1,1,4,1,2,0,2,4,0,1,2,0,67,43.5,79.0,Low Risk
29,95,2,1,0,9,64,2,1,1,2,0,1,2,3,0,1,2,0,72,62.0,68.0,Low Risk
20,72,0,1,1,7,90,1,1,0,1,0,0,0,3,0,2,2,0,66,46.0,78.0,Low Risk
30,86,2,1,1,8,52,2,1,2,2,2,1,0,2,1,0,1,0,68,58.0,60.0,Low Risk
12,73,0,2,0,5,60,2,1,1,1,2,1,0,4,0,1,1,1,62,42.5,61.0,Low Risk
10,76,1,2,1,8,76,2,1,2,0,0,0,2,3,1,2,1,1,64,43.0,70.0,Low Risk
20,70,2,2,0,8,70,2,1,0,1,2,1,1,5,0,2,2,0,65,45.0,67.5,Low Risk
22,74,2,1,1,6,56,1,1,4,2,0,1,0,3,0,2,1,1,66,48.0,61.0,Low Risk
20,76,2,1,0,7,52,2,1,2,1,0,0,1,3,0,1,2,0,64,48.0,58.0,Low Risk
8,89,2,0,1,7,81,1,1,4,1,2,1,1,3,0,0,2,1,67,48.5,74.0,Low Risk
19,80,0,2,1,7,66,1,1,4,2,2,1,0,4,0,0,2,0,69,49.5,67.5,Low Risk
12,98,0,2,1,8,51,2,1,0,2,1,1,2,5,0,2,1,1,68,55.0,59.5,Low Risk
24,62,2,2,0,6,72,0,1,2,1,1,1,1,4,0,1,2,1,64,43.0,68.0,Low Risk
22,80,0,2,1,7,65,2,1,2,0,2,0,1,2,0,1,1,0,68,51.0,66.5,Low Risk
14,83,1,1,1,9,79,2,1,1,2,1,1,2,3,0,1,2,1,64,48.5,71.5,Low Risk
17,97,2,0,0,9,96,0,1,0,0,2,1,0,1,0,2,2,1,71,57.0,83.5,Low Risk
14,62,0,0,1,8,65,1,1,3,1,2,1,0,2,0,1,0,1,61,38.0,63.0,Low Risk
20,83,1,2,0,7,100,2,1,4,1,2,1,0,3,0,0,2,1,68,51.5,84.0,Low Risk
14,70,0,2,1,9,54,2,0,3,2,2,1,2,1,0,0,2,1,64,42.0,59.0,Low Risk
23,95,2,2,1,7,86,2,1,3,1,2,1,2,4,1,2,0,1,72,59.0,79.0,Low Risk
17,61,2,2,1,7,87,0,1,5,2,2,1,1,3,0,1,2,1,65,39.0,76.0,Low Risk
15,89,2,2,1,6,71,2,1,1,2,0,1,2,4,0,1,2,0,68,52.0,69.5,Low Risk
19,97,0,1,1,8,64,2,1,2,1,0,1,2,3,0,1,2,1,71,58.0,67.5,Low Risk
17,78,2,2,0,8,98,1,1,2,2,2,0,2,2,0,1,2,1,66,47.5,82.0,Low Risk
13,62,1,0,0,7,99,2,1,4,2,1,1,2,1,0,2,1,0,63,37.5,81.0,Low Risk
32,97,2,0,0,5,82,2,1,1,2,2,1,1,3,0,1,1,1,74,64.5,78.0,Low Risk
20,79,0,1,1,7,87,1,0,2,2,0,0,1,4,1,1,2,0,66,49.5,76.5,Low Risk
16,61,2,1,0,8,91,0,1,2,2,0,1,1,3,0,0,1,1,63,38.5,77.0,Low Risk
21,88,0,2,1,6,90,0,1,2,0,2,0,1,4,0,1,1,1,72,54.5,81.0,Low Risk
19,79,2,0,0,7,100,1,1,1,0,0,1,2,2,0,0,0,0,69,49.0,84.5,Low Risk
19,65,2,0,1,9,91,2,1,1,2,0,1,2,4,0,0,2,1,67,42.0,79.0,Low Risk
24,69,1,0,0,5,83,1,1,3,1,2,0,1,3,0,1,2,1,66,46.5,74.5,Low Risk
25,63,0,2,0,7,69,2,1,0,1,0,0,0,5,0,1,1,0,64,44.0,66.5,Low Risk
17,83,1,2,0,9,80,2,1,4,2,0,1,0,2,0,0,2,0,67,50.0,73.5,Low Risk
17,85,2,1,0,7,94,0,1,4,1,2,1,2,3,0,0,2,0,69,51.0,81.5,Low Risk
6,93,2,2,0,7,52,0,1,0,2,2,1,1,2,0,0,2,0,64,49.5,58.0,Low Risk
11,94,2,1,1,8,66,0,0,1,0,1,1,1,4,0,1,2,0,65,52.5,65.5,Low Risk
28,85,2,0,1,7,98,2,1,2,1,0,0,2,1,1,1,2,1,72,56.5,85.0,Low Risk
30,61,1,0,1,8,90,2,1,2,1,0,1,0,2,0,1,1,0,66,45.5,78.0,Low Risk
19,88,2,1,0,7,59,2,1,2,1,2,1,1,3,0,0,2,0,66,53.5,62.5,Low Risk
23,77,0,0,1,7,51,2,1,1,1,1,0,2,3,0,0,1,1,67,50.0,59.0,Low Risk
22,83,2,2,1,8,83,0,1,1,0,2,0,0,3,1,2,1,1,69,52.5,76.0,Low Risk
38,86,1,0,1,7,79,1,1,3,1,2,1,0,3,0,1,2,1,73,62.0,76.0,Low Risk
27,74,2,0,0,6,54,2,1,3,2,2,1,1,3,0,0,2,0,69,50.5,61.5,Low Risk
19,97,2,1,0,8,98,2,1,1,1,2,0,1,4,1,1,2,1,68,58.0,83.0,Low Risk
14,65,1,2,1,7,81,2,1,1,1,2,1,2,3,0,1,1,0,61,39.5,71.0,Low Risk
10,87,2,1,1,6,83,2,0,0,1,2,1,2,4,0,1,2,1,63,48.5,73.0,Low Risk
21,60,2,0,1,8,93,1,1,0,1,2,1,2,2,0,1,0,0,63,40.5,78.0,Low Risk
15,97,1,2,1,9,67,2,1,1,1,0,1,1,2,0,0,2,1,68,56.0,67.5,Low Risk
11,65,2,0,0,7,78,2,1,2,1,2,1,1,3,0,2,2,0,63,38.0,70.5,Low Risk
16,64,0,2,1,7,79,2,1,3,2,2,0,2,4,1,2,2,0,66,40.0,72.5,Low Risk
14,73,0,2,1,5,98,2,1,2,1,2,1,0,4,0,1,1,0,65,43.5,81.5,Low Risk
30,75,0,0,0,7,57,0,1,0,1,2,1,1,1,1,0,2,0,68,52.5,62.5,Low Risk
25,69,2,2,1,7,88,0,1,0,1,2,1,0,4,0,0,2,0,66,47.0,77.0,Low Risk
20,83,1,1,0,7,79,1,0,2,2,2,1,2,5,0,2,1,1,66,51.5,72.5,Low Risk
29,78,0,2,0,6,92,2,1,2,1,2,0,0,4,0,1,2,1,70,53.5,81.0,Low Risk
20,61,1,1,1,8,92,2,1,0,2,2,1,0,2,0,1,2,0,61,40.5,76.5,Low Risk
15,73,2,1,1,7,51,2,1,2,1,0,0,0,3,0,1,1,1,61,44.0,56.0,Low Risk
29,92,2,2,1,10,63,0,1,1,1,0,0,0,4,0,1,1,1,71,60.5,67.0,Low Risk
23,88,1,2,1,7,59,2,1,1,2,2,1,0,2,0,1,2,1,67,55.5,63.0,Low Risk
14,89,0,0,1,4,73,2,1,2,2,0,1,0,3,0,0,2,1,70,51.5,71.5,Low Risk
19,88,0,2,0,5,95,2,1,2,1,2,0,0,4,0,0,1,1,69,53.5,82.0,Low Risk
15,72,0,0,0,8,50,2,1,2,2,2,1,1,4,0,1,2,0,65,43.5,57.5,Low Risk
12,64,0,1,1,6,74,0,1,0,2,2,1,2,2,0,1,1,1,61,38.0,67.5,Low Risk
26,71,2,1,0,6,94,1,1,3,1,2,1,2,4,0,2,2,1,68,48.5,81.0,Low Risk
31,93,0,1,1,5,96,2,1,2,1,2,1,2,2,0,1,2,1,74,62.0,85.0,Low Risk
12,99,2,2,0,6,83,1,1,1,2,2,1,0,3,0,1,2,0,67,55.5,75.0,Low Risk
23,80,2,2,1,7,91,1,1,5,0,2,1,0,1,0,1,2,0,70,51.5,80.5,Low Risk
16,60,1,2,1,8,66,1,1,1,0,0,0,1,2,1,1,1,0,59,38.0,62.5,Low Risk
17,66,0,0,0,5,64,1,1,0,2,0,0,1,2,0,0,2,1,64,41.5,64.0,Low Risk
16,73,0,2,1,8,52,2,1,2,2,0,1,2,4,0,0,2,0,66,44.5,59.0,Low Risk
15,83,1,1,1,5,75,2,1,1,2,2,1,1,3,0,1,0,0,63,49.0,69.0,Low Risk
20,63,1,1,1,8,73,1,1,0,0,2,1,1,3,0,0,2,0,61,41.5,67.0,Low Risk
15,98,1,0,1,8,69,1,1,2,1,2,1,1,4,0,1,1,0,68,56.5,68.5,Low Risk
22,75,2,2,0,6,56,1,1,3,2,2,0,2,3,0,1,0,1,65,48.5,60.5,Low Risk
20,97,2,0,0,5,62,2,1,1,2,2,0,1,4,0,1,0,1,69,58.5,65.5,Low Risk
19,91,0,1,1,8,60,2,1,2,1,2,0,1,4,0,1,1,1,68,55.0,64.0,Low Risk
15,90,2,1,1,6,97,1,1,2,0,0,1,2,2,0,1,2,1,69,52.5,83.0,Low Risk
17,84,2,1,1,7,98,0,1,1,1,0,1,1,2,0,0,0,0,67,50.5,82.5,Low Risk
25,85,0,0,0,8,50,0,1,1,0,2,1,1,1,0,0,1,0,70,55.0,60.0,Low Risk
23,86,2,2,1,8,59,1,1,1,1,2,1,1,3,0,2,1,0,68,54.5,63.5,Low Risk
14,85,2,2,0,6,94,1,1,0,0,2,1,2,4,0,0,2,1,67,49.5,80.5,Low Risk
21,82,0,2,0,7,52,2,1,4,1,2,1,1,3,0,1,0,1,67,51.5,59.5,Low Risk
25,99,0,2,1,6,97,0,1,0,2,2,1,2,3,0,0,1,1,75,62.0,86.0,Low Risk
10,89,1,1,1,8,69,1,1,3,1,2,1,0,4,0,0,1,1,63,49.5,66.0,Low Risk
